Date,Daylength
2022-11-22,8:49:00
2022-11-23,8:46:37
2022-11-24,8:44:17
2022-11-25,8:42:01
2022-11-26,8:39:49
2022-11-27,8:37:41
2022-11-28,8:35:38
2022-11-29,8:33:38
2022-11-30,8:31:43
2022-12-01,8:29:52
2022-12-02,8:28:06
2022-12-03,8:26:25
2022-12-04,8:24:48
2022-12-05,8:23:17
2022-12-06,8:21:50
2022-12-07,8:20:28
2022-12-08,8:19:12
2022-12-09,8:18:01
2022-12-10,8:16:55
2022-12-11,8:15:54
2022-12-12,8:14:59
2022-12-13,8:14:10
2022-12-14,8:13:26
2022-12-15,8:12:48
2022-12-16,8:12:15
2022-12-17,8:11:49
2022-12-18,8:11:28
2022-12-19,8:11:13
2022-12-20,8:11:04
2022-12-21,8:11:00
2022-12-22,8:11:03
2022-12-23,8:11:11
2022-12-24,8:11:26
2022-12-25,8:11:46
2022-12-26,8:12:12
2022-12-27,8:12:43
2022-12-28,8:13:21
2022-12-29,8:14:04
2022-12-30,8:14:53
2022-12-31,8:15:48
2023-01-01,8:16:48
2023-01-02,8:17:53
2023-01-03,8:19:04
2023-01-04,8:20:21
2023-01-05,8:21:42
2023-01-06,8:23:09
2023-01-07,8:24:41
2023-01-08,8:26:17
2023-01-09,8:27:59
2023-01-10,8:29:45
2023-01-11,8:31:36
2023-01-12,8:33:31
2023-01-13,8:35:31
2023-01-14,8:37:36
2023-01-15,8:39:44
2023-01-16,8:41:57
2023-01-17,8:44:13
2023-01-18,8:46:34
2023-01-19,8:48:58
2023-01-20,8:51:26
2023-01-21,8:53:57
2023-01-22,8:56:32
2023-01-23,8:59:10
2023-01-24,9:01:51
2023-01-25,9:04:36
2023-01-26,9:07:23
2023-01-27,9:10:13
2023-01-28,9:13:06
2023-01-29,9:16:01
2023-01-30,9:18:59
2023-01-31,9:21:59
2023-02-01,9:25:02
2023-02-02,9:28:07
2023-02-03,9:31:13
2023-02-04,9:34:22
2023-02-05,9:37:33
2023-02-06,9:40:46
2023-02-07,9:44:00
2023-02-08,9:47:16
2023-02-09,9:50:34
2023-02-10,9:53:53
2023-02-11,9:57:14
2023-02-12,10:00:36
2023-02-13,10:04:00
2023-02-14,10:07:24
2023-02-15,10:10:50
2023-02-16,10:14:17
2023-02-17,10:17:45
2023-02-18,10:21:14
2023-02-19,10:24:44
2023-02-20,10:28:15
2023-02-21,10:31:47
2023-02-22,10:35:20
2023-02-23,10:38:53
2023-02-24,10:42:27
2023-02-25,10:46:01
2023-02-26,10:49:37
2023-02-27,10:53:12
2023-02-28,10:56:48
2023-03-01,11:00:25
2023-03-02,11:04:02
2023-03-03,11:07:40
2023-03-04,11:11:17
2023-03-05,11:14:56
2023-03-06,11:18:34
2023-03-07,11:22:13
2023-03-08,11:25:52
2023-03-09,11:29:31
2023-03-10,11:33:11
2023-03-11,11:36:50
2023-03-12,11:40:30
2023-03-13,11:44:10
2023-03-14,11:47:50
2023-03-15,11:51:31
2023-03-16,11:55:11
2023-03-17,11:58:51
2023-03-18,12:02:32
2023-03-19,12:06:12
2023-03-20,12:09:52
2023-03-21,12:13:33
2023-03-22,12:17:13
2023-03-23,12:20:53
2023-03-24,12:24:34
2023-03-25,12:28:13
2023-03-26,12:31:53
2023-03-27,12:35:33
2023-03-28,12:39:12
2023-03-29,12:42:51
2023-03-30,12:46:30
2023-03-31,12:50:09
2023-04-01,12:53:47
2023-04-02,12:57:25
2023-04-03,13:01:03
2023-04-04,13:04:40
2023-04-05,13:08:17
2023-04-06,13:11:53
2023-04-07,13:15:29
2023-04-08,13:19:05
2023-04-09,13:22:40
2023-04-10,13:26:15
2023-04-11,13:29:49
2023-04-12,13:33:22
2023-04-13,13:36:55
2023-04-14,13:40:27
2023-04-15,13:43:59
2023-04-16,13:47:29
2023-04-17,13:50:59
2023-04-18,13:54:29
2023-04-19,13:57:57
2023-04-20,14:01:24
2023-04-21,14:04:51
2023-04-22,14:08:16
2023-04-23,14:11:40
2023-04-24,14:15:04
2023-04-25,14:18:26
2023-04-26,14:21:46
2023-04-27,14:25:06
2023-04-28,14:28:24
2023-04-29,14:31:40
2023-04-30,14:34:55
2023-05-01,14:38:09
2023-05-02,14:41:21
2023-05-03,14:44:31
2023-05-04,14:47:39
2023-05-05,14:50:46
2023-05-06,14:53:51
2023-05-07,14:56:53
2023-05-08,14:59:54
2023-05-09,15:02:52
2023-05-10,15:05:49
2023-05-11,15:08:43
2023-05-12,15:11:34
2023-05-13,15:14:23
2023-05-14,15:17:10
2023-05-15,15:19:54
2023-05-16,15:22:35
2023-05-17,15:25:13
2023-05-18,15:27:48
2023-05-19,15:30:20
2023-05-20,15:32:49
2023-05-21,15:35:15
2023-05-22,15:37:37
2023-05-23,15:39:56
2023-05-24,15:42:11
2023-05-25,15:44:22
2023-05-26,15:46:30
2023-05-27,15:48:34
2023-05-28,15:50:34
2023-05-29,15:52:29
2023-05-30,15:54:21
2023-05-31,15:56:08
2023-06-01,15:57:51
2023-06-02,15:59:29
2023-06-03,16:01:03
2023-06-04,16:02:32
2023-06-05,16:03:57
2023-06-06,16:05:17
2023-06-07,16:06:32
2023-06-08,16:07:42
2023-06-09,16:08:47
2023-06-10,16:09:47
2023-06-11,16:10:42
2023-06-12,16:11:32
2023-06-13,16:12:16
2023-06-14,16:12:56
2023-06-15,16:13:29
2023-06-16,16:13:58
2023-06-17,16:14:21
2023-06-18,16:14:39
2023-06-19,16:14:51
2023-06-20,16:14:58
2023-06-21,16:15:00
2023-06-22,16:14:56
2023-06-23,16:14:46
2023-06-24,16:14:32
2023-06-25,16:14:11
2023-06-26,16:13:46
2023-06-27,16:13:15
2023-06-28,16:12:39
2023-06-29,16:11:57
2023-06-30,16:11:10
2023-07-01,16:10:19
2023-07-02,16:09:22
2023-07-03,16:08:20
2023-07-04,16:07:13
2023-07-05,16:06:01
2023-07-06,16:04:44
2023-07-07,16:03:23
2023-07-08,16:01:56
2023-07-09,16:00:26
2023-07-10,15:58:50
2023-07-11,15:57:11
2023-07-12,15:55:27
2023-07-13,15:53:38
2023-07-14,15:51:46
2023-07-15,15:49:49
2023-07-16,15:47:48
2023-07-17,15:45:44
2023-07-18,15:43:36
2023-07-19,15:41:24
2023-07-20,15:39:08
2023-07-21,15:36:50
2023-07-22,15:34:27
2023-07-23,15:32:02
2023-07-24,15:29:33
2023-07-25,15:27:01
2023-07-26,15:24:27
2023-07-27,15:21:49
2023-07-28,15:19:09
2023-07-29,15:16:26
2023-07-30,15:13:40
2023-07-31,15:10:52
2023-08-01,15:08:02
2023-08-02,15:05:09
2023-08-03,15:02:15
2023-08-04,14:59:17
2023-08-05,14:56:18
2023-08-06,14:53:17
2023-08-07,14:50:14
2023-08-08,14:47:09
2023-08-09,14:44:03
2023-08-10,14:40:54
2023-08-11,14:37:44
2023-08-12,14:34:33
2023-08-13,14:31:20
2023-08-14,14:28:06
2023-08-15,14:24:50
2023-08-16,14:21:33
2023-08-17,14:18:14
2023-08-18,14:14:55
2023-08-19,14:11:34
2023-08-20,14:08:13
2023-08-21,14:04:50
2023-08-22,14:01:27
2023-08-23,13:58:02
2023-08-24,13:54:37
2023-08-25,13:51:11
2023-08-26,13:47:44
2023-08-27,13:44:16
2023-08-28,13:40:48
2023-08-29,13:37:19
2023-08-30,13:33:49
2023-08-31,13:30:19
2023-09-01,13:26:48
2023-09-02,13:23:17
2023-09-03,13:19:45
2023-09-04,13:16:13
2023-09-05,13:12:40
2023-09-06,13:09:07
2023-09-07,13:05:33
2023-09-08,13:01:59
2023-09-09,12:58:25
2023-09-10,12:54:50
2023-09-11,12:51:15
2023-09-12,12:47:40
2023-09-13,12:44:04
2023-09-14,12:40:28
2023-09-15,12:36:52
2023-09-16,12:33:16
2023-09-17,12:29:40
2023-09-18,12:26:03
2023-09-19,12:22:27
2023-09-20,12:18:50
2023-09-21,12:15:13
2023-09-22,12:11:36
2023-09-23,12:07:59
2023-09-24,12:04:23
2023-09-25,12:00:46
2023-09-26,11:57:09
2023-09-27,11:53:32
2023-09-28,11:49:55
2023-09-29,11:46:18
2023-09-30,11:42:42
2023-10-01,11:39:05
2023-10-02,11:35:29
2023-10-03,11:31:53
2023-10-04,11:28:17
2023-10-05,11:24:41
2023-10-06,11:21:05
2023-10-07,11:17:29
2023-10-08,11:13:54
2023-10-09,11:10:19
2023-10-10,11:06:45
2023-10-11,11:03:10
2023-10-12,10:59:36
2023-10-13,10:56:03
2023-10-14,10:52:30
2023-10-15,10:48:57
2023-10-16,10:45:25
2023-10-17,10:41:54
2023-10-18,10:38:23
2023-10-19,10:34:53
2023-10-20,10:31:23
2023-10-21,10:27:54
2023-10-22,10:24:26
2023-10-23,10:20:59
2023-10-24,10:17:33
2023-10-25,10:14:08
2023-10-26,10:10:44
2023-10-27,10:07:21
2023-10-28,10:03:59
2023-10-29,10:00:38
2023-10-30,9:57:18
2023-10-31,9:54:00
2023-11-01,9:50:43
2023-11-02,9:47:28
2023-11-03,9:44:14
2023-11-04,9:41:01
2023-11-05,9:37:51
2023-11-06,9:34:42
2023-11-07,9:31:34
2023-11-08,9:28:29
2023-11-09,9:25:26
2023-11-10,9:22:25
2023-11-11,9:19:26
2023-11-12,9:16:29
2023-11-13,9:13:35
2023-11-14,9:10:44
2023-11-15,9:07:55
2023-11-16,9:05:08
2023-11-17,9:02:25
2023-11-18,8:59:44
2023-11-19,8:57:07
2023-11-20,8:54:33
2023-11-21,8:52:02
2023-11-22,8:49:34
2023-11-23,8:47:10
2023-11-24,8:44:50
2023-11-25,8:42:33
2023-11-26,8:40:21
2023-11-27,8:38:12
2023-11-28,8:36:07
2023-11-29,8:34:07
2023-11-30,8:32:11
2023-12-01,8:30:19
2023-12-02,8:28:32
2023-12-03,8:26:49
2023-12-04,8:25:11
2023-12-05,8:23:38
2023-12-06,8:22:10
2023-12-07,8:20:47
2023-12-08,8:19:29
2023-12-09,8:18:17
2023-12-10,8:17:10
2023-12-11,8:16:08
2023-12-12,8:15:12
2023-12-13,8:14:21
2023-12-14,8:13:36
2023-12-15,8:12:56
2023-12-16,8:12:22
2023-12-17,8:11:54
2023-12-18,8:11:32
2023-12-19,8:11:16
2023-12-20,8:11:05
2023-12-21,8:11:00
2023-12-22,8:11:02
2023-12-23,8:11:09
2023-12-24,8:11:22
2023-12-25,8:11:40
2023-12-26,8:12:05
2023-12-27,8:12:35
2023-12-28,8:13:12
2023-12-29,8:13:53
2023-12-30,8:14:41
2023-12-31,8:15:34
2024-01-01,8:16:33
2024-01-02,8:17:37
2024-01-03,8:18:47
2024-01-04,8:20:02
2024-01-05,8:21:22
2024-01-06,8:22:47
2024-01-07,8:24:18
2024-01-08,8:25:54
2024-01-09,8:27:34
2024-01-10,8:29:19
2024-01-11,8:31:09
2024-01-12,8:33:04
2024-01-13,8:35:03
2024-01-14,8:37:06
2024-01-15,8:39:14
2024-01-16,8:41:25
2024-01-17,8:43:41
2024-01-18,8:46:01
2024-01-19,8:48:24
2024-01-20,8:50:51
2024-01-21,8:53:21
2024-01-22,8:55:55
2024-01-23,8:58:32
2024-01-24,9:01:13
2024-01-25,9:03:56
2024-01-26,9:06:43
2024-01-27,9:09:32
2024-01-28,9:12:24
2024-01-29,9:15:19
2024-01-30,9:18:16
2024-01-31,9:21:16
2024-02-01,9:24:18
2024-02-02,9:27:22
2024-02-03,9:30:28
2024-02-04,9:33:37
2024-02-05,9:36:47
2024-02-06,9:40:00
2024-02-07,9:43:14
2024-02-08,9:46:30
2024-02-09,9:49:47
2024-02-10,9:53:06
2024-02-11,9:56:27
2024-02-12,9:59:49
2024-02-13,10:03:12
2024-02-14,10:06:36
2024-02-15,10:10:02
2024-02-16,10:13:29
2024-02-17,10:16:56
2024-02-18,10:20:25
2024-02-19,10:23:55
2024-02-20,10:27:25
2024-02-21,10:30:57
2024-02-22,10:34:29
2024-02-23,10:38:02
2024-02-24,10:41:36
2024-02-25,10:45:10
2024-02-26,10:48:45
2024-02-27,10:52:20
2024-02-28,10:55:56
2024-02-29,10:59:33
2024-03-01,11:03:10
2024-03-02,11:06:47
2024-03-03,11:10:25
2024-03-04,11:14:03
2024-03-05,11:17:41
2024-03-06,11:21:20
2024-03-07,11:24:59
2024-03-08,11:28:39
2024-03-09,11:32:18
2024-03-10,11:35:58
2024-03-11,11:39:38
2024-03-12,11:43:18
2024-03-13,11:46:58
2024-03-14,11:50:39
2024-03-15,11:54:19
2024-03-16,11:57:59
2024-03-17,12:01:40
2024-03-18,12:05:20
2024-03-19,12:09:00
2024-03-20,12:12:40
2024-03-21,12:16:21
2024-03-22,12:20:01
2024-03-23,12:23:41
2024-03-24,12:27:20
2024-03-25,12:31:00
2024-03-26,12:34:40
2024-03-27,12:38:19
2024-03-28,12:41:58
2024-03-29,12:45:37
2024-03-30,12:49:16
2024-03-31,12:52:54
2024-04-01,12:56:32
2024-04-02,13:00:10
2024-04-03,13:03:47
2024-04-04,13:07:24
2024-04-05,13:11:01
2024-04-06,13:14:38
2024-04-07,13:18:13
2024-04-08,13:21:49
2024-04-09,13:25:24
2024-04-10,13:28:58
2024-04-11,13:32:32
2024-04-12,13:36:05
2024-04-13,13:39:37
2024-04-14,13:43:09
2024-04-15,13:46:39
2024-04-16,13:50:10
2024-04-17,13:53:39
2024-04-18,13:57:07
2024-04-19,14:00:35
2024-04-20,14:04:01
2024-04-21,14:07:26
2024-04-22,14:10:51
2024-04-23,14:14:14
2024-04-24,14:17:36
2024-04-25,14:20:57
2024-04-26,14:24:17
2024-04-27,14:27:35
2024-04-28,14:30:52
2024-04-29,14:34:07
2024-04-30,14:37:21
2024-05-01,14:40:34
2024-05-02,14:43:44
2024-05-03,14:46:53
2024-05-04,14:50:01
2024-05-05,14:53:06
2024-05-06,14:56:09
2024-05-07,14:59:11
2024-05-08,15:02:10
2024-05-09,15:05:07
2024-05-10,15:08:01
2024-05-11,15:10:53
2024-05-12,15:13:43
2024-05-13,15:16:30
2024-05-14,15:19:15
2024-05-15,15:21:56
2024-05-16,15:24:35
2024-05-17,15:27:11
2024-05-18,15:29:44
2024-05-19,15:32:13
2024-05-20,15:34:39
2024-05-21,15:37:02
2024-05-22,15:39:22
2024-05-23,15:41:38
2024-05-24,15:43:50
2024-05-25,15:45:59
2024-05-26,15:48:03
2024-05-27,15:50:04
2024-05-28,15:52:01
2024-05-29,15:53:53
2024-05-30,15:55:42
2024-05-31,15:57:26
